toi,tid,tfopwg_disp,pl_tranmid,pl_tranmiderrtot,pl_orbper,pl_orbpererrtot,pl_trandurh,pl_trandurherrtot,pl_trandep,pl_trandeperrtot,pl_rade,pl_radeerrtot,pl_insol,pl_insolerrtot,pl_eqt,pl_eqterrtot,st_tmag,st_tmagerrtot,st_dist,st_disterrtot,st_teff,st_tefferrtot,st_logg,st_loggerrtot,st_rad,st_raderrtot
4735.01,280292434,PC,2459221.11,0.001678,3.541053,0.0000128,2.031,0.422,21620,24.1054,,0,,0,,0,12.922,0.038,,0,,0,,0,,0
4736.01,265619984,PC,2459222.792,0.015798,2.8564778,0.0001004,4.678,1.364,5320,4724.02,21.5886,0,8379.19,0,2665,0,13.4148,0.022,914.606,48.994,5777,244,4.02,0,1.65,0
4737.01,142532090,CP,2459222.402,0.010046,9.3202467,0.000183,4.963,1.066,2200,6.4782,7.8768,1.053094,250.474,0,1108,0,11.992,0.012,580.199,24.944,5916,320,4.02,0.16,1.67,0.18
4738.01,247873937,FP,2459549.305,0.001916,4.6498719,0.0000162,4.995,0.22,8110,1.631974,16.6839,2.24972,4756.94,0,2313,0,12.1359,0.02,1102.97,134.14,9056,328,4.3,0.18,1.78,0.24
4739.01,281716779,APC,2459223.201,0.00171,8.1703609,0.0000332,3.365,0.372,9410,13.21104,22.3829,0,1223.74,0,,0,10.5293,0.012,626.217,0,8190,0,4.438,0,2.1,0
474.01,59843967,KP,2459226.055,0.001232,2.5167257,0.0000046,2.5896099,0.0909478,16406.54574,416.1506,12.9083148,1.5009412,558.8280149,0,1240.050272,0,12.7632,0.014,416.459,5.417,5403,0,4.50146,0,0.982638,0.1102916
4740.01,72097808,PC,2459226.154,0.002868,5.7728793,0.0011762,3.883,0.592,6900,4.61616,,0,,0,,0,11.572,0.036,633.036,0,,0,,0,,0
4741.01,291198795,PC,2459223.678,0.00423,2.4849639,0.0009608,2.977,0.426,6830,10.70494,14.0194,1.952398,1421.21,0,1710,0,12.6648,0.052,772.403,29.389,6252,210.6,4.11,0.18,1.6,0.2
4742.01,237637903,PC,2459226.761,0.005928,4.1034672,0.0000676,2.918,0.548,6920,19.53422,10.5038,1.305184,689.785,0,1427,0,12.9065,0.018,803.756,32.975,6753,267.2,4.39,0.18,1.27,0.12
4743.01,23725901,PC,2459217.21,0.00725,6.2185453,0.0001158,3.122,1.466,7840,58.0682,19.4459,0,798.226,0,1480,0,13.0802,0.02,1882.37,164.25,7968,246,4.06,0,2.14,0
4744.01,293931909,PC,2459220.296,0.009662,4.8013522,0.000084,4.644,1.236,4690,15.4565,14.2355,2.65642,1151.39,0,1622,0,12.7323,0.058,999.297,49.354,6399.9,299.8,3.9,0.22,2.11,0.34
4745.01,269278156,PC,2459220.373,0.004288,4.413935,0.0000442,2.604,0.616,10370,24.6338,13.3105,4.14578,293.437,0,1153,0,13.1524,0.012,898.386,0,5972,969.2,,0,1.28,0.38
4746.01,160180298,PC,2459213.185,0.00415,7.5395871,0.00009,2.44,0.472,2920,7.89202,4.39334,0.631288,55.2646,0,759,0,11.9046,0.012,218.705,1.885,5223,270.2,4.6,0.18,0.78,0.1
4747.01,235078021,PC,2459222.487,0.007684,5.2192426,0.0000686,2.45,0.944,1500,6.1768,3.8343,0.547902,190.795,0,1035,0,11.8128,0.012,304.615,4.03,5688,266.8,4.45,0.16,0.99,0.1
4748.01,59770954,PC,2459544.135,0.004074,4.1018859,0.0000288,3.576,0.43,10690,13.70086,13.8992,0,759.181,0,1462,0,13.3212,0.026,883.931,45.355,6327.7,230.4,4.3,0,1.31,0
4749.01,153412485,PC,2459226.694,0.007094,1.3832999,0.0000176,2.774,0.366,9020,3196.5,16.4864,0,10840.4,0,2842,0,13.4835,0.03,692.636,27.079,5786,244,4.33,0,1.16,0
475.01,100608026,PC,2458442.487,0.002604,8.2617663,0.0000458,2.5663307,0.657516,1418.330899,149.06482,2.3414536,1.859897,18.8227716,0,531.2398464,0,10.8835,0.012,58.7502,0.1436,4105,342,4.60015,0.44965,0.6194,0.1288944
4750.01,317189702,PC,2459222.778,0.001332,3.2141617,0.0000126,1.618,0.324,3370,6.63434,11.8959,1.292712,462.146,0,1291,0,11.6252,0.016,670.702,32.74,7137,258,4.17,0.18,1.72,0.16
4751.01,291580615,PC,2459227.342,0.001832,3.6014534,0.0000154,3.747,0.478,10790,4.86698,,0,,0,,0,12.097,0.07,773.945,0,,0,,0,,0
4752.01,237700098,PC,2459218.935,0.010322,5.0467874,0.000138,4.516,2.142,7190,49.3746,9.9097,0,995.585,0,1564,0,13.3596,0.034,746.986,45.043,6252,244,4.45,0,1.08,0
4753.01,306604742,PC,2459541.713,0.007692,5.3970484,0.0000986,6.194,1.162,2800,4.74792,11.7601,1.625284,1200.61,0,1639,0,12.4037,0.012,835.645,60.198,5996,345.6,3.78,0.18,2.24,0.28
4754.01,61344769,PC,2459226.015,0.003268,3.6307276,0.000023,3.198,0.714,10550,16.11248,14.0586,0,855.031,0,1506,0,13.0345,0.064,746.24,26.484,6350,244,4.35,0,1.25,0
4755.01,267197567,PC,2459216.543,0.004486,22.7273078,0.0001918,2.485,1.248,6510,623.27,19.0824,7.86982,34.998,0,677,0,12.022,0.012,757.269,27.205,6243,252.8,3.93,0.16,1.98,0.18
4756.01,119556803,PC,2459216.307,0.005584,8.0823172,0.0000816,1.414,0.834,4360,7121.02,15.2282,13.32092,59.7456,0,774,0,12.687,0.044,553.387,0,5351.5,627.8,,0,0.98,0.22
4757.01,53744258,PC,2459227.26,0.007746,2.0804611,0.0000454,3.608,0.954,5260,16.47016,11.5464,0,3648.06,0,2165,0,13.4965,0.022,1273.46,72.41,6434,244,4.14,0,1.6,0
4758.01,34524670,PC,2459222.18,0.00555,5.7627112,0.0000766,3.501,1.906,9670,1400.522,15.7774,8.72854,1176.49,0,1631,0,12.7743,0.016,817.426,26.472,6589,253.8,4.24,0.18,1.48,0.14
4759.01,49705089,CP,2459226.012,0.014134,9.6578504,0.0002498,5.943,1.238,2300,8.52338,9.98401,1.440556,258.473,0,1117,0,12.2627,0.014,766.516,28.363,5557,262.6,3.79,0.16,2.09,0.22
476.01,156987351,PC,2460687.473,0.001698,3.0629783,0.0000052,3.0551871,0.0045102,4201.181143,1.4551622,14.5105081,0.0134314,2303.34,0,1912.912954,0,8.8742,0.012,244.897,3.844,7691,430,4.11671,0.730382,2.05,0.14
4760.01,291332861,PC,2459226.58,0.00748,7.7223185,0.0001432,3.344,1.378,11390,55.5796,,0,717.021,0,1441,0,13.4145,0.012,2406.51,0,8539.7,913.8,,0,,0
4761.01,440849210,PC,2459575.896,0.003994,3.7863767,0.00003,5.123,0.602,2190,1.880546,9.94411,1.331252,2897.86,0,2044,0,12.1499,0.014,1053.95,98.7,6892.9,214.4,3.95,0.18,2.16,0.28
4762.01,119069946,PC,2459220.412,0.014408,4.3591525,0.0001122,3.559,1.33,1030,6.804,3.61577,0.609576,626.954,0,1394,0,11.2806,0.012,304.955,8.633,5866,286.4,4.3,0.16,1.2,0.12
4763.01,143072696,PC,2459223.4,0.005532,5.8679992,0.0000708,5.605,0.668,4550,6.09684,14.2889,1.646566,1505.89,0,1735,0,11.9337,0.048,849.357,50.994,7054,411,3.96,0.18,2.16,0.22
4764.01,268456052,PC,2459224.634,0.0093,1.6025971,0.001026,2.212,0.616,13050,48.2148,10.4975,0,905.776,0,1528,0,13.488,0.014,514.58,18.678,5164,248,4.43,0,0.95,0
4765.01,21747057,PC,2459206.23,0.005224,16.3734954,0.0002036,5.022,0.596,7810,8.8687,,0,67.779,0,799,0,13.0513,0.012,600.635,0,5809.3,526.6,,0,,0
4766.01,271307949,PC,2459963.946,0.001534,1.9326573,0.0002098,1.6191056,0.1337474,14051.98279,697.38648,10.5088307,1.634126,484.1155352,0,1196.346558,0,12.6574,0.012,300.512,4.83,4909,248,4.47,0.18,0.861743,0.1149196
4767.01,157127081,PC,2459252.112,0.009204,2.7319222,0.0000422,3.913,2.212,3880,35.602,13.2415,0,2289.27,0,1927,0,13.1935,0.012,969.091,27.524,5473,250,3.79,0,2.08,0
4768.01,108940329,PC,2459979.777,0.002778,7.2644599,0.000066,3.233,0.262,7988,607.196,15.0763,1.44071,468.187,0,1295,0,10.4397,0.012,345.959,6.646,6617,272.2,4.15,0.18,1.64,0.14
4769.01,333814134,PC,2459249.746,0.004308,2.8636452,0.0000218,3.402,2.248,8590,589.136,,0,11583.8,0,2890,0,12.512,0.294,1662.71,0,8675.5,657.4,,0,,0
477.01,170102285,KP,2458470.661,0.00027,2.9444273,0.0000016,2.4478494,0.0391226,20291.38387,281.08686,12.7921539,1.6974546,317.4314288,0,1076.545105,0,11.7583,0.012,207.49,2.053,5150,0,4.55754,0,0.88727,0.1169196
4770.01,112110888,PC,2459963.443,0.004448,1.9491813,0.0000196,3.119,1.722,11670,212.342,15.8333,3.37778,3650.34,0,2165,0,12.9825,0.012,799.474,21.072,6472,267.4,4.29,0.18,1.36,0.12
4771.01,266441563,APC,2459249.633,0.002974,6.0049484,0.0000444,3.366,0.342,8932,7.30268,12.6954,1.349954,315.049,0,1173,0,11.9135,0.012,498.418,18.785,6373.5,221,4.26,4.02,1.26,0.12
4772.01,455153906,PC,2459248.942,0.002828,2.8894603,0.0000164,2.561,0.514,17030,28.548,13.0354,0,480.071,0,1304,0,13.3319,0.012,591.645,27.254,5604,244,4.46,0,0.97,0
4773.01,415276070,PC,2459963.256,0.001824,1.7454828,0.0002092,1.923273,0.0937014,6919.130331,345.5888,14.1453349,1.3369202,3879.807125,0,2012.900388,0,11.4048,0.012,492.888,15.458,6674,257.2,4.24,0.18,1.4871401,0.1308896
4774.01,148129139,PC,2459243.037,0.014398,8.6000244,0.000386,3.974,1.476,1620,15.45322,4.55822,0.84967,180.356,0,1020,0,12.5447,0.012,469.594,7.066,5700.8,258.8,4.33,0.16,1.14,0.12
4775.01,412521892,PC,2459248.829,0.00287,2.4732088,0.0000122,2.244,1.45,2740,18.85794,15.4982,1.964664,1846.66,0,1826,0,11.5293,0.024,635.261,26.17,6643,291.2,4.04,0.18,1.87,0.18
4776.01,196286578,PC,2459245.971,0.005466,10.4137997,0.000093,3.774,0.606,6720,6.89986,10.0431,1.038132,118.725,0,919,0,11.6309,0.012,385.641,9.125,6079,256,4.33,0.16,1.2,0.1
4777.01,170368805,PC,2459250.951,0.0041,2.9588764,0.0000216,2.682,1.294,12900,342.238,14.8585,0,1285.38,0,1668,0,13.3209,0.014,767.763,28.375,6041,244,4.38,0,1.13,0
4778.01,145163386,PC,2459966.545,0.008364,3.8074213,0.0000446,4.4775157,0.617224,8643.788897,987.65094,15.4202705,2.6133396,805.2235864,0,1358.622715,0,12.9318,0.012,685.855,15.953,5296,267.6,4.01,0.18,1.56375,0.1834928
4779.01,170221808,PC,2459249.338,0.005668,10.7490194,0.0001242,2.256,0.786,9240,40.8406,11.4707,0,27.7925,0,639,0,13.4765,0.012,664.114,13.309,5424,244,4.3,0,1.14,0
478.01,172464366,FP,2458470.046,0.000896,2.921685,0.00025,3.17791,0.060466,17562.44572,454.93804,19.091127,6.36465,1458.399693,0,1576.118587,0,11.0913,0.012,344.517,8.375,6332,392,4.26074,0.75531,1.37266,0.45702
4780.01,231937828,PC,2459247.49,0.003452,4.6942884,0.0000406,3.224,1.598,5310,28.0378,16.4932,2.32048,948.685,0,1546,0,12.4648,0.012,1004.09,43.586,6400,265.8,3.93,0.18,2.03,0.2
4781.01,176242778,PC,2459250.822,0.002118,1.9055614,0.0000068,1.726,0.502,5841,13.44248,,0,,0,,0,11.14,0.042,,0,6071,386,,0,,0
4782.01,423128096,APC,2459247.429,0.00491,3.7244324,0.0000302,2.913,1.968,6600,738.102,,0,3666.29,0,2167,0,12.2563,0.012,814.057,0,7759,863.4,,0,,0
4783.01,218988652,APC,2459252.171,0.002974,6.7519508,0.0000384,1.603,0.626,11050,38.4386,19.5004,2.66572,209.336,0,1059,0,12.6847,0.014,1349.57,123.56,8297,259.2,4.29,0.16,1.69,0.18
4784.01,409207712,PC,2459246.339,0.005734,3.3583921,0.0000474,2.644,1.064,9170,37.0992,8.84831,0,344.843,0,1200,0,13.2701,0.016,446.767,10.268,5177,248,4.46,0,0.91,0
4785.01,50751260,PC,2459242.498,0.005094,6.4311106,0.0000694,2.385,0.69,5930,22.768,11.4436,1.610162,202.251,0,1050,0,12.7651,0.014,911.737,61.365,6741,253.2,4.27,0.18,1.45,0.16
4786.01,127012328,PC,2459245.419,0.00847,5.6984189,0.000099,4.475,0.982,4031,10.44914,10.8479,1.323898,1406.27,0,1706,0,11.9623,0.022,885.636,55.744,7528,293,4.2,0.16,1.74,0.16
4787.01,431981595,PC,2459251.312,0.003974,3.5037708,0.0000248,2.716,0.718,6140,13.00698,13.0482,1.405472,608.189,0,1383,0,12.5494,0.016,695.55,22.031,6107,245.4,4.19,0.16,1.42,0.12
4788.01,156999527,PC,2459244.55,0.001396,4.3930669,0.0000124,2.33,0.182,11110,5.77948,14.0261,1.338014,275.326,0,1134,0,12.4832,0.012,620.549,18.798,6328,263.8,4.3,0.18,1.32,0.12
4789.01,134221850,PC,2459251.274,0.004742,7.5002702,0.0000732,2.487,0.504,8750,19.3357,11.2467,0,72.4941,0,812,0,13.1637,0.012,626.811,11.325,5644,244,4.32,0,1.14,0
479.01,306362738,KP,2459221.889,0.00043,2.7817379,0.000002,2.1508237,0.0329178,12808.39408,160.37056,12.6841023,1.2138504,615.4708822,0,1270.344839,0,10.8164,0.012,194.553,2.392,5600,0,4.4291,0,1.02095,0.0971308
4790.01,452903647,APC,2459964.406,0.008184,1.6102435,0.000966,2.3258711,0.6176758,5442.478593,1275.5644,16.8320485,61.298892,3426.343546,0,1951.315418,0,13.1561,0.014,954.883,80.356,6080.2,59,4.15,0,1.48651,0
4791.01,100389539,CP,2459246.158,0.00211,4.2809767,0.0003218,3.145,0.376,7520,4.804,13.0113,1.344592,445.261,0,1279,0,10.8961,0.012,328.802,7.312,5964,261,4.13,0.16,1.49,0.14
4792.01,265350422,APC,2459235.815,0.001998,8.4481666,0.0000376,1.255,0.562,7405,33.7128,10.2494,1.464974,22.9265,0,609,0,11.0783,0.012,243.539,5.282,5826.1,272.2,4.42,0.16,1.05,0.12
4793.01,65949719,PC,2459248.822,0.005786,3.4658629,0.0000456,3.301,0.562,9580,22.9808,15.0462,0,1145.52,0,1620,0,13.2584,0.012,1174.05,59.66,6688,244,4.24,0,1.49,0
4794.01,95589845,PC,2459249.836,0.003262,3.5658043,0.0000162,3.914,0.334,10030,3.70806,13.7385,1.405814,1115.66,0,1610,0,12.0465,0.028,543.008,21.198,6214,321,4.23,0.18,1.4,0.14
4795.01,107090327,PC,2459250.177,0.006454,2.7431176,0.0000292,3.134,0.472,8230,16.8112,,0,2172.06,0,1901,0,12.9188,0.014,1429.87,0,7143,404.2,,0,,0
4796.01,65905621,PC,2459250.342,0.00367,3.5775958,0.000028,2.779,0.514,8730,12.50638,15.3215,0,665.763,0,1415,0,13.1502,0.014,1090.77,38.65,6355,244,4.12,0,1.61,0
4797.01,265011923,PC,2459248.081,0.002914,2.9922495,0.000017,1.594,0.364,10895,35.1422,20.032,0,218.392,0,1070,0,13.3736,0.016,1055.16,84.03,5932,244,4.09,0,1.55,0
4798.01,274137295,PC,2459248.758,0.003802,5.5261155,0.0000384,1.873,0.976,7330,61.7998,9.00518,1.59999,65.4488,0,792,0,12.7577,0.012,293.788,4.886,4824,245.6,4.48,0.18,0.84,0.12
4799.01,65805840,PC,2459250.008,0.005746,4.0234634,0.0000502,3.204,0.622,7560,19.67176,12.891,0,832.08,0,1496,0,13.0983,0.024,1008.83,33.295,6678,244,4.26,0,1.45,0
480.01,317548889,CP,2458469.562,0.001884,6.8659582,0.0000342,3.455761,0.4965014,334.0145589,37.23729,2.8144915,1.682072,531.5209848,0,1224.615786,0,6.7799,0.012,54.5306,0.2493,6212.63,98.0114,4.438,0,1.5000401,0.1161558
4800.01,280307604,PC,2459244.041,0.003314,4.3229915,0.0000352,0.875,0.496,1980,36.8206,7.54314,1.51825,50.2356,0,741,0,10.9833,0.018,344.296,20.114,6121,88.4,4.25,4.02,1.37,0.14
4801.01,419092044,PC,2459964.587,0.007852,3.251269,0.0000438,2.569,1.532,7880,214.78,,0,549.047,0,1348,0,12.9613,0.012,,0,4883.7,298.8,,0,,0
4802.01,50575306,PC,2459249.154,0.006968,1.7131374,0.0000348,2.608,0.658,3850,16.55478,6.86542,0,1919.49,0,1844,0,13.1675,0.012,610.318,19.255,5843,244,4.39,0,1.08,0
4803.01,19117967,PC,2459540.496,0.005564,8.4516737,0.0002364,3.896,0.698,2930,5.34654,8.2562,1.010368,168.924,0,1004,0,12.0548,0.016,531.218,22.442,5782.9,238.4,4.11,0.16,1.48,0.16
4804.01,320341952,PC,2459982.488,0.007992,5.0648401,0.0000528,3.009,1.57,915,155.1664,8.28506,1.10454,873.95,0,1514,0,10.2278,0.022,495.004,16.717,6675,293.6,3.75,0.18,2.62,0.24
4805.01,7976072,PC,2459239.289,0.009472,8.9981735,0.000165,4.547,0.976,6480,19.4947,9.52189,0,155.205,0,983,0,13.2933,0.014,695.316,27.426,5444,244,4.24,0,1.22,0
4806.01,96317115,PC,2459248.293,0.007004,8.4476983,0.000162,3.79,1.044,2000,5.75694,4.97976,0.64379,189.537,0,1033,0,11.7503,0.016,349.88,5.734,5902,258.8,4.36,0.16,1.13,0.12
4807.01,174546820,PC,2459245.196,0.006182,17.6868627,0.000164,1.379,0.786,10310,103.199,8.80381,1.88091,2.06218,0,333,0,11.9698,0.012,153.227,1.212,4496,254,4.52,0.2,0.77,0.12
4808.01,126772538,FP,2459251.604,0.007602,1.4700596,0.00002,2.18,0.808,4760,29.8524,16.1051,0,2605.29,0,1990,0,13.4542,0.024,1585,104.14,6308,244,3.88,0,2.12,0
4809.01,143724857,PC,2459964.285,0.006984,4.4722598,0.0024096,4.0659641,0.6848494,3606.541729,562.18634,9.0734924,2.3951032,917.7199576,0,1403.774321,0,12.6417,0.014,767.716,22.033,6211,236.8,4.18,0.16,1.4818799,0.1345478
481.01,339672028,CP,2460205.952,0.002296,10.3311664,0.0000222,5.626,0.556,4577,157.9328,11.9428,1.203294,253.126,0,1111,0,9.3935,0.012,179.366,2.025,5760,378,3.97699,0.576268,1.73,0.18
4810.01,281225729,PC,2459251.905,0.004464,2.4162514,0.0000242,3.055,0.67,2970,8.10528,14.6399,1.665786,2303.62,0,1930,0,12.7549,0.038,1221.9,59.74,6688,327.6,3.95,0.2,2.1,0.2
4811.01,334414389,PC,2459963.071,0.004756,0.9828259,0.0003218,1.3869249,1.2047396,1732.332475,367.39,21.8486399,63.745204,4395.373634,0,2076.675787,0,12.2124,0.014,1506.81,225.32,4959,244,,0,5.2980399,0
4812.01,81744640,PC,2459250.01,0.008576,3.3138453,0.0000794,3.863,1.536,3550,19.40012,8.15594,1.211472,1568.27,0,1753,0,12.9655,0.016,807.794,24.157,6153,260.2,4.24,0.16,1.36,0.12
4813.01,333810741,PC,2459247.778,0.008768,4.0492184,0.0000634,2.659,0.878,6560,32.8568,,0,,0,,0,13.3071,0.012,1798.25,0,,0,,0,,0
4814.01,32004914,PC,2459246.539,0.002612,5.545745,0.000027,2.302,0.538,20790,34.753,15.8197,0,118.195,0,918,0,13.0015,0.014,559.569,14.537,5706,244,4.41,0,1.05,0
4815.01,19447218,PC,2459966.449,0.00802,8.9727235,0.0001522,3.808,1.622,10960,85.9032,13.0195,0,134.631,0,948,0,13.425,0.014,770.795,30.214,5605,244,4.27,0,1.21,0
4816.01,156990000,PC,2459967.175,0.013434,11.2473628,0.0001054,4.113,0.588,10340,12.98822,15.7487,0,119.042,0,920,0,13.3087,0.012,1047.64,33.5,6141,244,4.14,0,1.53,0
4817.01,60074373,FP,2459276.407,0.005754,3.190373,0.0024634,2.684,0.588,42550,148.4362,12.0669,1.438672,75.4043,0,820,0,14.6435,0.014,,0,3722,314,4.65,0.02,0.6,0.04
4818.01,181422954,PC,2459963.061,0.006184,2.6006996,0.0005254,2.9370342,0.622585,5706.92488,650.30628,8.8613965,2.0063292,1346.910133,0,1545.092216,0,13.2881,0.014,722.454,19.889,6673,244,4.47,0,1.1433901,0
4819.01,82739585,PC,2459277.36,0.00174,1.5889429,0.0000966,1.183,0.43,22530,1132.362,14.0293,0,399.352,0,1245,0,13.0819,0.012,319.863,3.602,5150,244,4.57,0,0.8,0
482.01,365639282,FP,2458472.413,0.008444,10.8717,0.01188,2.943958,0.858146,14603.37238,3505.2812,9.098964,46.723464,4.5869403,0,373.250606,0,13.084,0.014,173.8201,0,3692,130,4.78092,0.706674,0.488,0.148
4820.01,394223845,PC,2459979.053,0.004544,27.1358856,0.0003046,4.11505,0.5723744,6405.804069,611.97204,10.9270095,1.9843176,70.1883225,0,738.2202692,0,11.9556,0.016,527.208,15.184,6315,269.4,4.28,0.16,1.33332,0.1293466
4821.01,354937825,PC,2459965.308,0.009952,5.469359,0.0000634,2.119,0.586,5940,22.087,12.6725,1.521912,278.238,0,1137,0,12.7761,0.014,833.962,24.084,7182,271.4,4.23,0.16,1.61,0.12
4822.01,52936161,PC,2459278.328,0.009054,4.4712213,0.0000764,3.771,1.234,5140,917.614,15.8899,8.1152,5650.08,0,2415,0,12.6614,0.014,736.403,18.037,7586,291.4,4.22,0.16,1.71,0.12
4823.01,348756659,PC,2459964.281,0.001274,3.7260939,0.0003512,3.1192423,0.1104368,18231.03525,498.86544,13.5887921,1.4965966,428.5861553,0,1160.457619,0,12.3474,0.016,401.311,17.57,5736,249.8,4.45,0.16,0.9975,0.1052512
4824.01,179687771,PC,2459278.834,0.005208,5.124162,0.0000502,4.651,0.588,6630,9.5664,13.6708,1.655242,581.326,0,1367,0,12.8792,0.014,839.462,34.527,5750,250.4,4.01,0.16,1.65,0.18
4825.01,53047383,PC,2459963.644,0.003178,2.8183053,0.0002956,4.1516796,0.2365782,7916.113187,339.8241,,0,655.1971145,0,1290.365502,0,11.2275,1.2,1060.4,38.17,,0,,0,,0
4826.01,17683158,PC,2459271.205,0.00633,5.9730504,0.0000676,4.041,0.704,8220,15.83902,13.7408,1.53067,421.342,0,1262,0,12.8972,0.012,725.382,20.486,6137,251.6,4.2,0.16,1.41,0.12
4827.01,332630868,FP,2458525.418,0.005056,736.5601487,0.0083478,4.183,0.41,3600,19.33984,13.9475,0,0.0558395,0,,0,12.3805,0.012,478.847,0,5895.4,0,,0,1.31,0
4828.01,291469139,PC,2459265.675,0.00653,19.0286016,0.00037,3.938,0.692,8910,30.8492,8.13514,0,13.7261,0,536,0,13.351,0.012,332.884,3.135,4733,244,4.5,0,0.81,0
4829.01,268439377,FP,2459279.26,0.003922,0.9855374,0.0000076,1.18,0.336,3290,14.86508,10.8393,0,1493.99,0,1732,0,13.1591,0.012,1007.8,39.495,6198.4,177,4.02,0,1.76,0
483.01,393414358,KP,2458469.697,0.000462,4.3780807,0.0000044,5.3900978,0.0591242,7074.393139,66.416526,15.1767346,1.6539548,1103.270751,0,1469.908413,0,10.439,0.012,290.684,4.042,5570,0,4.01069,0,1.79224,0.1936934
4830.01,1260235,PC,2459275.293,0.008626,7.6945481,0.0001356,3.436,1.136,3510,14.74206,,0,87.6747,0,852,0,12.2452,0.014,2693.98,1175.82,4875.8,276.6,,0,,0
4831.01,17896514,PC,2459279.81,0.011862,2.6375869,0.0000492,4.029,0.836,3610,12.31382,16.5853,2.48956,2389.95,0,1947,0,12.292,0.012,1142.11,85.21,6196,212.6,3.59,0.18,2.9,0.34
4832.01,186470968,PC,2459990.29,0.002742,2.7805098,0.0018318,1.547,0.488,15800,128.6362,8.80341,1.308454,48.6261,0,735,0,13.7028,0.014,256.922,3.403,3949,314,4.59,0.02,0.68,0.04
4833.01,176442805,PC,2459278.577,0.002906,3.6520005,0.0000224,3.638,0.374,4590,3.97536,12.1216,1.92492,1753.41,0,1802,0,12.2709,0.014,878.599,111.245,7194,255,4.19,0.2,1.69,0.26
4834.01,77550515,PC,2459275.262,0.005408,3.118166,0.000047,2.285,0.548,5150,24.1814,8.60632,0,273.914,0,1133,0,13.0519,0.014,537.158,30.325,5218.8,84.4,4.27,0,1.15,0
4835.01,434428836,PC,2459278.923,0.007484,5.1953991,0.0000972,3.032,1.03,4920,22.1216,13.6454,0,343.068,0,1198,0,13.0341,0.014,1068.04,61.18,6047,244,3.97,0,1.82,0
4836.01,231559817,PC,2459965.745,0.003506,5.1035091,0.0013484,3.7190896,0.3111014,3718.472272,399.35624,13.7067,19.3591,296.8457469,0,1058.650135,0,11.031,0.062,790.152,0,8086,442,4.1,2.84,2.07,2.92
4837.01,19612445,PC,2459991.373,0.004216,4.4644761,0.0000272,1.185,0.368,1690,6.76366,8.09695,0,136.451,0,,0,10.5378,0.012,353.288,0,7013,0,,0,1.7,0
4838.01,374200604,FP,2459525.795,0.00097,0.760019,0.0000192,0.638738,0.4217766,1865.588652,275.4884,7.2902589,10.942136,9667.922808,0,2529.024538,0,11.869,0.014,515.491,24.14,5690.2,282.4,4,0.16,1.65999,0.200548
4839.01,38118291,PC,2459273.978,0.021072,13.3441946,0.0004812,4.743,2.598,3260,25.786,,0,58.1944,0,769,0,12.3907,0.012,,0,4866.9,535.4,,0,,0
484.01,427348923,FP,2459196.648,0.002042,4.728681,0.0000188,4.533,0.382,9990,6.41908,8.96336,1.617428,222.388,0,1075,0,11.6888,0.012,149.953,1.904,4425,180,4.57,0.26,0.9,0.16
4840.01,80029842,FP,2459279.306,0.011772,2.3992876,0.0000512,2.545,0.836,1180,7.96786,4.05839,0.621556,1543.44,0,1746,0,12.2896,0.012,502.28,13.086,6536,260.4,4.45,0.18,1.15,0.1
4841.01,453060368,PC,2459271.895,0.003394,9.6284672,0.0000532,3.554,0.274,17990,13.59756,11.9294,1.611426,66.4905,0,795,0,12.7964,0.032,355.116,12.009,5388.3,230.8,4.53,0.16,0.88,0.12
4842.01,131034657,PC,2459271.889,0.00625,5.3374045,0.0000628,1.849,0.974,2780,18.78036,16.5532,0,104.023,0,889,0,11.8379,0.014,696.792,31.753,5064.7,193,,0,3.01,0
4843.01,258051471,PC,2459970.5,0.00827,8.3548746,0.0001276,3.253,0.692,4160,11.18708,10.7025,1.331648,205.555,0,1054,0,12.403,0.018,846.607,41.217,6643,269.2,4.16,0.18,1.63,0.16
4844.01,143994382,PC,2459991.385,0.00386,4.5425274,0.0000648,2.92,0.816,8670,30.827,11.925,1.442976,818.029,0,1489,0,12.5368,0.012,686.445,23.32,7333,278,4.45,0.16,1.28,0.1
4845.01,26305150,PC,2459992.314,0.008894,4.21909,0.0029314,4.9314032,0.6783566,3393.775248,416.63468,12.0136223,3.1016464,1222.564355,0,1508.12619,0,12.749,0.016,850.137,66.592,5367,253.8,3.79,0.18,2.02385,0.273166
4846.01,418971787,FP,2459277.893,0.00744,1.0638184,0.0000142,3.191,0.78,3220,9.59606,4.08617,0,4267.44,0,2251,0,13.0246,0.012,282.469,2.639,4963,244,4.63,0,0.73,0
4847.01,186541435,PC,2459271.911,0.00872,7.0465721,0.0001094,2.322,0.79,4760,19.83876,,0,27.9177,0,640,0,12.3056,0.012,,0,4332.6,186,,0,,0
4848.01,134596619,PC,2459966.24,0.006876,3.7235407,0.0009862,2.1053503,0.4997048,8088.786102,2144.1406,18.0478848,28.54351,2131.487051,0,1732.967525,0,13.0971,0.014,1097.3,39.37,7492,244,4.29,0,1.54879,0
4849.01,132534906,FP,2459277.979,0.005944,3.0617364,0.0000394,1.947,0.512,6620,31.7,8.08218,1.098944,583.235,0,1369,0,12.5874,0.012,483.182,10.018,6783,263.2,4.62,0.18,0.98,0.08
