toi,tid,tfopwg_disp,pl_tranmid,pl_tranmiderrtot,pl_orbper,pl_orbpererrtot,pl_trandurh,pl_trandurherrtot,pl_trandep,pl_trandeperrtot,pl_rade,pl_radeerrtot,pl_insol,pl_insolerrtot,pl_eqt,pl_eqterrtot,st_tmag,st_tmagerrtot,st_dist,st_disterrtot,st_teff,st_tefferrtot,st_logg,st_loggerrtot,st_rad,st_raderrtot
2100.01,219436394,PC,2459605.64,0.00782,23.6573994,0.0001614,2.308778,0.5671284,1180.935057,145.98346,3.0681221,1.4340786,23.5564568,0,561.884745,0,10.8676,0.012,163.982,1.287,5535,244.816,4.57126,0.1581572,0.846615,0.085397
2101.01,165527918,PC,2458690.417,0.002966,9.0753271,0.0000386,3.6156842,0.3743914,586.9172699,50.355572,2.5831328,0.6202738,122.8680194,0,849.1403218,0,10.6397,0.012,178.427,1.182,5619,266.2,4.44,0.16,0.997589,0.1064372
2102.01,289590465,PC,2458687.584,0.002988,6.7060238,0.0000362,1.6782365,0.5276206,542.9365808,91.284332,2.12647,0.9242834,100.7791488,0,808.0950027,0,11.4106,0.012,183.737,1.389,5292,251.582,4.58201,0.168666,0.807811,0.0904272
2102.02,289590465,PC,2459958.471,0.039006,,0,3.3394704,3.609433,1474.534083,373.03788,3.219425,7.602888,0.4927756,0,213.6889395,0,11.4106,0.012,183.737,1.389,5292,251.582,4.58201,0.168666,0.807811,0.0904272
2103.01,160491359,PC,2459663.747,0.012436,2.6620728,0.0000238,1.7235054,0.3272032,220.9994213,40.106796,1.2172175,1.8066358,267.4349792,0,1031.393291,0,10.3366,0.012,95.5156,0.3876,4884,247,4.54,0.18,0.799716,0.1063718
2103.02,160491359,PC,2458697.682,0.012774,20.2926468,0.0003312,3.7402567,0.9365962,319.9395199,75.44732,1.7004976,0.5390186,17.826244,0,524.0644631,0,10.3366,0.012,95.5156,0.3876,4884,247,4.54,0.18,0.799716,0.1063718
2104.01,367630162,PC,2460336.161,0.006286,3.2723118,0.0000188,1.815,0.486,464,52.2514,1.46772,0.219934,133.517,0,947,0,10.0556,0.012,76.7418,0.2548,4907,243.2,4.62,0.18,0.72,0.1
2104.02,367630162,PC,2460329.871,0.007334,5.904369,0.000049,2.653,0.562,351,57.4412,1.35959,0.220252,85.3357,0,846,0,10.0556,0.012,76.7418,0.2548,4907,243.2,4.62,0.18,0.72,0.1
2104.03,367630162,PC,2460335.885,0.01204,15.1808746,0.0001686,2.808,1.334,689,108.7976,1.86864,0.303016,18.1396,0,574,0,10.0556,0.012,76.7418,0.2548,4907,243.2,4.62,0.18,0.72,0.1
2104.04,367630162,PC,2460336.944,0.008116,1.9803146,0.0000146,1.66,0.424,306,44.443,1.16969,0.192707,301.491,0,1160,0,10.0556,0.012,76.7418,0.2548,4907,243.2,4.62,0.18,0.72,0.1
2104.05,367630162,PC,2458687.794,0.008724,9.56111,0.000167,3.0128111,0.8493432,381.556764,95.3483,1.6790876,0.553311,40.5800926,0,643.7214903,0,10.0556,0.012,76.7418,0.2548,4907,243.2,4.62,0.18,0.723757,0.0930954
2105.01,156199502,PC,2459422.273,0.007728,15.9152686,0.0001088,1.1393111,0.8001728,652.5574248,145.16944,2.2277479,4.9027396,23.4115602,0,561.0187018,0,9.8565,0.012,72.9091,0.2346,4718,243.49,4.49012,0.1851064,0.821067,0.1153268
2106.01,393911494,FP,2458899.862,0.001152,0.6332593,0.0000262,0.8622011,0.113303,1191.45972,151.38324,5.3027904,7.4948168,4030.751248,0,2032.199073,0,9.85649,0.012,121.167,0.979,5590,244.096,4.45374,0.1576552,0.976212,0.0966532
2107.01,446549906,CP,2458654.615,0.00102,2.45457,0,2.39,0.108,19250,7.78654,14.183,1.490852,508.468,0,1322,0,11.3819,0.012,236.705,3.838,5565,249.8,4.45,0.16,0.97,0.1
2108.01,347538174,APC,2459719.38,0.002996,6.8019625,0.0015706,2.9121651,0.2307856,15465.63742,987.81812,29.3148832,56.87116,501.9413628,0,1207.210477,0,10.223,0.016,251.884,5.478,6300,266.6,4.22,0.18,1.42268,0.1332664
2109.01,392476080,CP,2458984.389,0.00084,0.67249,0.00004,1.801,0.25,7890,4.03756,15.7288,1.479702,14429,0,3053,0,9.78569,0.012,262.041,5.451,6647,270.2,4.12,0.18,1.7,0.14
211.01,300293197,APC,2458329.256,0.000478,6.5638575,0.0000038,1.7124147,0.0544962,2132.17756,71.978554,7.6270781,2.5649846,239.5709931,0,1003.40973,0,9.4906,0.012,121.321,0,5873.97,205.254,4.35182,0.219978,1.08871,0
2110.01,394029948,FA,2458687.555,0.01702,32.76639,0.0049,6.089,1.564,500,3.84884,3.20531,0.520512,38.3962,0,693,0,9.69902,0.012,182.323,1.449,6073,268,4.21,0.16,1.39,0.14
2111.01,356235833,FP,2460479.421,0.002812,1.2680452,0.0000038,1.027,0.424,538,89.7254,2.24707,0.317254,504.879,0,1320,0,9.1597,0.012,83.1749,0.3348,5477,242.8,4.46,0.16,0.95,0.1
2112.01,427320001,PC,2459729.805,0.003022,14.0120582,0.000313,5.9348633,0.230634,751.5203056,85.19724,4.4835127,0.5759182,335.0295174,0,1091.165227,0,7.1776,0.012,86.1058,0.3821,7184,243.8,4.25,0.16,1.58046,0.114603
2112.02,427320001,PC,2459856.007,0.00276,155.8237,0.0038894,10.641846,0.2499348,1164.400609,154.92404,5.5521957,0.6207488,156.5032302,0,902.0914695,0,7.1776,0.012,86.1058,0.3821,7184,243.8,4.25,0.16,1.58046,0.114603
2113.01,1400212743,FP,2458984.224,0.01776,5.24612,0.008,4.194,1.24,1030,7.13048,5.61881,2.58214,368.522,0,1220,0,10.5163,0.012,250.755,3.623,5286.9,1382.8,,0,1.76,0.78
2114.01,9828416,PC,2460476.662,0.001978,6.2099619,0.000012,4.49,0.796,4090,1.237542,14.369,1.364742,1293.02,0,1670,0,9.8251,0.014,317.845,4.894,6382,262.6,3.9,0.18,2.1,0.2
2115.01,54464870,FP,2460447.795,0.012516,3.6944323,0.0000366,4.915,0.912,312,26.5968,3.05838,0.305246,5824.87,0,2433,0,8.29254,0.012,213.097,5.345,8153,449.2,4.09,0.16,2.11,0.14
2116.01,422838133,FP,2460644.061,0.006602,5.3089937,0.000042,5.876,1.04,531,30.6688,3.29803,0.328338,2090.71,0,1883,0,9.68129,0.012,239.945,3.04,6927,639.2,4.18,0.2,1.65,0.14
2117.01,279212407,FP,2458971.419,0.0037,28.6620782,0.0011684,4.351,0.676,2600,218.852,12.4971,4.1291,119.851,0,921,0,9.98272,0.012,255.917,4.041,6280,1006,4.05,0.26,1.72,0.16
2118.01,17416749,FP,2458956.569,0.00798,2.34483,0.00066,1.417,0.706,370,2.5467,4.2647,0.645612,580.577,0,1367,0,8.63532,0.012,186.825,4.451,6398,252.8,3.89,0.18,2.13,0.18
2119.01,236387002,CP,2460442.055,0.000434,7.2008611,0.0000038,2.03,0.242,50063,11028.98,12.0629,1.54927,9.67439,0,491,0,10.3978,0.014,31.4006,0.0858,3606,314,4.74,0.02,0.5,0.02
212.01,206609630,APC,2458325.49,0.000078,0.3352715,0.0000016,0.7189856,0.0136378,19687.8214,374.9566,4.4688,1.552012,11198.51493,0,2623.673918,0,12.5595,0.016,,0,3332,126,4.94964,0.798262,0.3,0.1
2120.01,389900760,CP,2458795.823,0.001994,5.7998189,0.000028,1.014374,0.2024218,8567.339022,2634.6052,2.6346124,0.7845274,3.7367095,0,354.6027378,0,12.8233,0.014,32.1755,0.1057,3179,314,4.99978,0.0307252,0.240233,0.0145638
2121.01,88996391,APC,2459718.987,0.003644,2.3195654,0.0000694,2.0259086,0.0637232,19508.69536,580.7488,12.4030722,5.1581564,195.4879901,0,953.6736208,0,11.9441,0.012,,0,4325.66,88.4624,4.438,0,0.628365,0.1150024
2122.01,311408969,KP,2459767.526,0.002084,3.5852284,0.0000066,3.0197224,0.089524,16909.22854,405.04422,14.5431829,1.4554562,547.1719916,0,1233.532835,0,12.658,0.014,511.388,7.219,5852,253.584,4.40684,0.1574848,1.06725,0.1043418
2123.01,105840719,PC,2458990.816,0.00288,10.3088514,0.0000668,3.8012836,0.3956962,2122.245998,286.81716,4.0217464,0.913492,66.7917777,0,729.1224998,0,9.5373,0.012,86.2732,0.4578,5432,254.33,4.56341,0.1563726,0.843702,0.0911908
2124.01,159742538,KP,2459767.927,0.000766,3.5539283,0.0000042,3.6341388,0.0501322,9368.38877,110.942024,21.2028076,2.215353,2276.295019,0,1761.679443,0,11.1116,0.012,515.98,13.87,6184,276.766,3.9042,0.1746332,2.0085199,0.20907
2125.01,116242971,KP,2460505.171,0.000782,5.0316347,0.0000048,5.265,0.468,4912,69.2016,15.3999,1.41485,1248.65,0,1656,0,10.1213,0.016,368.03,6.263,6350,267.4,3.87,0.16,2.16,0.2
2126.01,116264089,KP,2459391.064,0.000432,1.306188,0.0000006,1.4177746,0.0149412,24746.27944,291.38626,16.758883,2.4620032,1025.50219,0,1443.289405,0,11.7213,0.012,231.337,2.591,5489,278.798,4.59342,0.1770458,0.820181,0.097387
2127.01,21744120,KP,2458983.745,0.00077,5.5080682,0.0001434,2.6399995,0.068873,21584.75732,387.62854,10.7299795,1.4723964,82.2406616,0,768.0533689,0,11.733,0.012,161.4,1.215,4790,235.248,4.58765,0.1769002,0.740113,0.0993366
2128.01,21832928,CP,2458987.266,0.006782,16.3413889,0.0002558,5.3764481,0.532134,372.0970618,47.744114,2.629079,0.2949242,86.231465,0,777.2060824,0,6.6813,0.012,36.578,0.0687,5991.11,203.384,4.37711,0.1451812,1.12506,0.084422
2129.01,101721385,KP,2459762.1,0.000844,4.627664,0.000011,2.306,0.456,6190,86.7908,14.3694,2.58266,1038.78,0,1581,0,9.54417,0.012,222.663,2.501,6727.6,247.4,4.22,0.18,1.55,0.14
213.01,234345288,PC,2460177.887,0.006602,23.5199045,0.0001244,3.222,1.838,1243,179.526,2.30502,0.41263,10.453,0,500,0,9.7806,0.012,54.3256,0.115,4566.4,128,4.93,0.24,0.67,0.1
213.02,234345288,PC,2458328.443,0.00552,7.7565534,0.0000572,2.4341043,0.5487226,286.2558604,66.074554,1.1359985,2.3247498,37.2050274,0,629.8978948,0,9.7806,0.012,54.3256,0.115,4566.4,128,4.93,0.24,0.672062,0.1030702
2130.01,320798691,KP,2459010.828,0.00121,5.0052605,0.0000142,4.9057646,0.0988794,7641.404098,164.833648,13.6314528,1.1994224,746.902456,0,1333.324077,0,11.0269,0.012,344.05,5.778,6115,257.394,4.16703,0.1632886,1.46701,0.1266332
2131.01,27848472,KP,2460338.136,0.001204,1.8468345,0.000003,2.565,0.072,13237,445.264,16.4012,1.725466,1845.3,0,1825,0,10.1058,0.012,231.161,3.273,6352,288.4,4.27,0.18,1.36,0.14
2132.01,358516596,KP,2459391.154,0.000914,3.2440454,0.0000108,3.6774272,0.0679982,15011.9382,470.7936,21.0498466,2.5696226,983.3097556,0,1428.210878,0,10.2025,0.012,197.572,2,5703,198.2,4.16,0.14,1.38951,0.120603
2133.01,39200363,PC,2458985.883,0.00248,3.8266587,0.0000318,2.0605848,0.6262276,1181.81543,186.45324,2.4536347,3.0044864,81.1071602,0,765.3931102,0,10.8571,0.012,75.1973,0.2722,4175,246.6,4.54,0.22,0.716312,0.1343366
2134.01,75878355,CP,2460496.591,0.000882,9.2292078,0.0000112,2.817,0.626,1606,40.7944,3.21883,0.537212,37.6631,0,690,0,7.7945,0.012,22.6202,0.0319,4406,246.672,4.50428,0.1960256,0.77,0.12
2134.02,75878355,CP,2460485.794,0.000672,95.8531625,0.0000658,5.024,0.318,5975,143.939,5.95763,0.994526,2.69104,0,356,0,7.7945,0.012,22.6202,0.0319,4406,246.672,4.50428,0.1960256,0.77,0.12
2135.01,76419763,KP,2459414.395,0.000502,2.7884723,0.000002,2.9462464,0.0356566,14467.6854,144.73164,13.9432645,1.5587794,850.6754194,0,1377.402036,0,11.3998,0.012,303.336,3.603,5833,289.886,4.35385,0.1707166,1.12956,0.1257438
2136.01,336128819,CP,2459394.594,0.004312,7.8519082,0.0000734,1.6318726,0.544233,3873.959149,533.57824,2.1705803,1.0893464,4.8904688,0,379.2777558,0,11.7371,0.014,33.3631,0.1285,3384,314,4.87998,0.0016696,0.34388,0.0206616
2137.01,23059280,APC,2459393.085,0.001162,14.1502269,0.0000546,3.8264451,0.08655,41358.86639,833.2068,18.6317683,2.5051696,34.4595552,0,617.9412206,0,12.2186,0.012,244.755,2.255,4882,247.98,4.45655,0.1731696,0.873952,0.1165226
2138.01,336267424,FP,2458684.222,0.00037,1.4821845,0.0000014,2.5956827,0.0516998,16269.25628,281.8966,27.5079498,13.64273,4005.675856,0,2029.031084,0,12.5466,0.012,772.026,52.206,6835.31,274.438,4.37191,0.1879978,1.31284,0.1456886
2139.01,308172249,KP,2459768.654,0.000648,1.4013784,0.0000018,1.7042715,0.0433142,19735.20013,452.4451,13.9977478,1.8117482,917.4100949,0,1403.655812,0,12.4197,0.014,298.214,2.827,4984,248.268,4.41028,0.1705128,0.934977,0.1195478
214.01,167415965,PC,2460154.946,0.003406,18.5537012,0.0000586,3.438,1.038,448,24.439,1.57606,0.204502,25.0891,0,623,0,8.0089,0.012,38.96,0.0753,5346.2,283,4.6,0.18,0.8,0.1
214.02,167415965,PC,2460174.71,0.011386,9.695961,0.0000922,2.772,1.896,122,21.8828,0.808552,0.1447518,66.2914,0,794,0,8.0089,0.012,38.96,0.0753,5346.2,283,4.6,0.18,0.8,0.1
2140.01,399860444,KP,2459012.511,0.000188,2.4706114,0.0000012,1.794486,0.0165044,14310.71598,144.59532,13.7703405,1.0950296,817.5658193,0,1363.799199,0,10.854,0.012,215.32,2.089,5854,203.2,4.45,0.14,1.01613,0.0804824
2141.01,287256467,CP,2460453.432,0.005116,18.2616878,0.000109,3.434,1.936,971,111.872,2.85973,0.357512,57.4643,0,767,0,8.8975,0.012,77.682,0.4501,5674,247.814,4.49483,0.1563336,0.94,0.1
2142.01,44313455,PC,2459014.836,0.005048,9.3004351,0.000102,2.3510062,0.7823066,1595.208863,340.22708,1.5550304,0.683508,4.6279256,0,374.0815959,0,11.0768,0.014,27.7525,0.0774,3472,314,4.86042,0.0015738,0.363966,0.0216968
2143.01,103195323,PC,2460470.993,0.002552,5.5899401,0.0000158,5.032,0.654,3840,2.67892,12.1202,0.960886,1816.63,0,1818,0,10.1041,0.022,378.684,7.16,7437,276.4,4.09,0.16,1.95,0.14
2144.01,428988981,PC,2460584.029,0.010054,37.3415931,0.0003448,5.351,0.822,766,68.9812,2.1417,0.275998,12.9381,0,528,0,9.90667,0.012,105.806,0.553,5452,253.048,4.53224,0.164173,0.88,0.1
2145.01,88992642,CP,2460470.362,0.002602,10.2611329,0.000028,7.369,0.348,1900,0.261892,12.2521,1.125682,515.939,0,1327,0,8.55942,0.012,224.731,2.194,6202,259.6,3.63,0.16,2.78,0.26
2146.01,158916431,FP,2459765.04,0.001516,5.8924856,0.000022,3.134,0.292,4530,33.3412,17.4655,2.32704,1958.56,0,1853,0,9.9094,0.014,402.908,8.333,7272,252.6,4,0.18,2.13,0.16
2147.01,341630071,PC,2459599.177,0.00224,26.2049782,0.0001856,5.8635323,0.2217142,5593.182178,190.18462,10.15497,1.069952,68.292759,0,733.1847347,0,10.7047,0.014,282.108,5.032,6115,256.6,4.25,0.16,1.3363301,0.1256784
2148.01,233569098,FP,2458693.423,0.00222,23.48522,0.00028,3.546,0.366,6020,38.6982,14.0152,2.03912,62.0856,0,782,0,10.6746,0.014,299.668,10.884,5930,246.2,4.11,0.16,1.51,0.16
2149.01,1716467085,PC,2460367.228,0.000822,0.5842495,0.0000006,0.559,0.204,1041,192.7054,5.50799,0.383056,1217.74,0,1645,0,10.1099,0.014,222.25,3.176,6020,278.6,4.18,0.16,1.34,0
215.01,231912935,PC,2458334.397,0.004688,26.2851404,0.0001234,2.7692779,1.7947178,975.2076991,176.75975,3.082863,5.5211434,29.1144876,0,592.4436342,0,10.5011,0.012,166.485,1.369,5821,380,4.44094,0.657462,0.96445,0.0953366
2150.01,230267547,FP,2459768.269,0.003786,2.2263798,0.0000246,2.863,0.46,1270,1.810024,6.51393,0.652724,2064.9,0,1877,0,10.4288,0.012,370.536,7.95,6446.3,206.8,4.03,0.16,1.84,0.14
2151.01,23389848,FP,2459014.369,0.00416,15.64643,0.0044,7.75,1.186,6010,2.34624,16.1126,1.774576,323.367,0,1181,0,10.142,0.012,277.934,7.991,5660,257.4,3.86,0.16,1.95,0.2
2152.01,395393265,CP,2459883.442,0.001258,3.3772835,0.0002944,3.6434514,0.0899222,7216.496136,211.50078,15.3058361,1.4174936,2195.787933,0,1745.891892,0,10.7053,0.012,303.006,6.159,6688,297.2,4.11,0.18,1.73235,0.1546934
2153.01,406855039,FP,2459391.952,0.00343,2.7180835,0.0000454,6.1842922,0.339577,329.1728205,44.548066,4.2423946,0.7668878,3009.107559,0,1888.987906,0,9.54581,0.012,238.675,3.221,5668,254.2,3.76,0.16,2.1805999,0.221458
2154.01,428787891,CP,2459768.103,0.00049,3.8240826,0.0000052,2.5172521,0.0300668,10096.10986,142.64384,16.0547024,1.4898938,1005.894626,0,1436.342039,0,10.6611,0.018,296.46,4.317,6243,267,4.24,0.16,1.38719,0.1279498
2155.01,461591646,CP,2459913.984,0.002506,3.7246883,0.000009,3.078,0.176,3320,0.64389,10.8811,1.012428,686.503,0,1426,0,10.9939,0.02,416.077,7.783,6144,263.2,4.02,0.16,1.74,0.16
2156.01,258402425,FP,2459011.05,0.00716,0.67554,0.00032,0.922,0.348,680,936.32,15.6973,0,7493.17,0,2591,0,9.87437,0.012,253.011,3.763,4872,244,,0,2.74,0
2157.01,298495970,FP,2459764.11,0.000816,8.4249043,0.0000136,2.311,0.286,21600,1850.204,15.0361,1.63453,92.8193,0,864,0,10.7033,0.012,178.43,1.891,5756,250.8,4.51,0.16,0.93,0.1
2158.01,342642208,CP,2459758.586,0.00178,8.6007557,0.0000336,3.304,0.318,5090,2.89258,10.7988,1.215272,81.4989,0,837,0,10.1669,0.012,198.473,2.786,5389,245.2,4.06,0.16,1.5,0.16
2159.01,270515566,APC,2459755.898,0.001014,10.0509704,0.0000248,6.129,0.124,8660,0.419646,13.5943,1.272718,263.046,0,1121,0,10.8595,0.014,294.398,3.649,5844,252.8,4.16,0.16,1.41,0.14
216.01,55652896,CP,2458331.489,0.000522,34.5059318,0.0000184,3.8206653,0.0505978,17387.98342,150.0651,10.4625162,1.3711884,9.5814512,0,448.7222169,0,11.5748,0.012,177.945,1.758,5025.77,250,4.66348,0.4,0.801736,0.1043718
216.02,55652896,CP,2459340.905,0.003098,17.3890454,0.0000958,2.6516541,0.2656012,2971.753227,325.79046,6.4840125,6.0185404,23.8921547,0,563.8759593,0,11.5748,0.012,177.945,1.758,5025.77,250,4.66348,0.4,0.801736,0.1043718
2160.01,284477310,PC,2459688.464,0.006364,2.2390502,0.0000226,1.64,0.76,490,2.90564,2.73215,0.412196,640.033,0,1401,0,10.6071,0.012,244.804,2.986,6021,255.6,4.29,0.16,1.25,0.12
2161.01,366563452,FP,2459767.161,0.007898,1.5873866,0.000024,1.51,0.448,110,2.0214,1.09083,0.22402,466.553,0,1294,0,9.5998,0.012,73.1018,0.2053,5028,245.4,4.55,0.18,0.81,0.1
2162.01,284564230,FP,2460656.816,0.004902,12.9773004,0.0000698,4.391,2.106,997,1999.472,7.75284,4.35568,1521.69,0,1740,0,10.2182,0.016,315.323,4.276,6610,252.2,4.14,0.18,1.66,0.14
2163.01,43429656,PC,2460474.957,0.010008,5.2132496,0.0000488,3.765,1.226,750,95.7434,3.72907,0.474742,657.521,0,1410,0,10.235,0.012,261.045,3.772,6318,259,4.2,0.16,1.47,0.14
2164.01,49967354,FP,2459010.861,0.00934,1.09333,0.00074,1.975,0.846,1250,7.41146,12.2642,0,2102.07,0,1886,0,10.879,0.018,529.49,21.091,5274,244,,0,3.39,0
2165.01,73560357,APC,2459417.645,0.001222,0.9499997,0.0000052,2.544,0.198,4200,1.502642,14.0337,1.289256,14232.8,0,3042,0,10.8207,0.012,557.364,29.137,7421,399.8,4,0.18,2.16,0.18
2166.01,233680651,PC,2460555.594,0.005716,5.1354577,0.0000274,3.716,1.284,353,23.9512,3.3405,0.33753,882.558,0,1518,0,10.0788,0.014,348.554,6.932,6515,242,3.97,0.18,1.99,0.18
2167.01,160162987,FP,2459441.746,0.002582,23.0531698,0.0001456,1.228,0.71,2940,384.98,9.12613,3.7291,7.85406,0,466,0,10.7791,0.012,232.304,2.152,5752,252.4,4.3,0.16,1.19,0.12
2168.01,364075352,FP,2458772.934,0.00352,37.83633,0.0008,5.713,0.546,8240,32.949,13.5094,1.605234,80.1971,0,833,0,10.9591,0.012,310.885,3.62,6641,317.6,4.38,0.18,1.26,0.1
2169.01,8516795,PC,2459773.748,0.004226,8.2148505,0.0000944,3.839,0.438,3140,2.6245,10.4375,1.090522,216.17,0,1068,0,10.5527,0.012,351.487,7.063,6183,299.4,4,0.18,1.81,0.18
217.01,260043723,FP,2460203.947,0.002122,3.1385875,0.0000064,3.541,0.642,584,311.808,4.70639,1.046172,17444.7,0,3201,0,8.735,0.012,142.018,1.358,6278,392,4.08153,0.59674,1.55,0.14
2170.01,154741689,PC,2460469.244,0.010596,9.2786686,0.000116,4.577,0.95,527,48.632,2.23168,0.262082,240.688,0,1097,0,10.4679,0.012,206.368,2.105,6018,276.4,4.39,0.16,1.12,0.1
2171.01,75656058,FA,2459011.833,0.0037,1.78166,0.0005,2.765,0.258,8160,6.80394,13.9111,0,2772.81,0,,0,10.8181,0.012,420.268,0,6528,0,,0,1.49,0
2172.01,76197937,FA,2459011.829,0.01134,1.78252,0.00148,2.729,1.384,1920,66.9234,18.6528,0,4451.36,0,2275,0,10.8642,0.014,600.502,16.304,5085,244,,0,3.7,0
2173.01,293567206,FP,2460311.597,0.003014,0.6856225,0.0000036,0.751,0.442,723,160.36,3.35129,0.453282,2492.49,0,1968,0,10.4929,0.012,185.849,1.397,5829,265,4.41,0.16,1.06,0.1
2174.01,159815224,PC,2459765.959,0.004006,2.9601848,0.0000246,2.014,0.374,960,2.1856,4.21067,0.486288,463.247,0,1292,0,10.5817,0.012,262.427,3.179,6069,247.8,4.24,0.16,1.33,0.12
2175.01,405717754,KP,2459770.378,0.003752,4.4379727,0.0000192,4.7176624,0.1143438,16222.5125,357.36176,20.3565337,2.1853232,944.8725135,0,1414.044424,0,12.9614,0.014,881.386,19.497,5967,275.6,4.08,0.16,1.5696599,0.1651456
2176.01,123495874,KP,2459776.681,0.005902,7.8914271,0.0000662,4.2653156,0.2236758,9822.000249,427.84576,12.9299942,1.5889182,278.9767986,0,1042.345681,0,12.9934,0.014,722.795,13.177,5883,292.8,4.25,0.16,1.27992,0.1417186
2177.01,123233041,KP,2459445.304,0.003364,3.5224751,0.0000302,3.2804955,0.1945714,8602.325645,417.58648,15.9014832,0.6342498,1423.867941,0,1566.704813,0,13.1448,0.014,1021.87,29.15,6179,50,4.11,0,1.5817,0
2178.01,164892194,KP,2459392.687,0.001736,3.024111,0.0000244,2.7209657,0.2643138,7558.641109,482.50546,12.0899079,1.2752094,1227.384425,0,1509.610478,0,13.4633,0.014,1005.84,28.38,6041,286,4.22,0,1.36388,0
2179.01,237913194,CP,2459062.423,0.002198,15.1689723,0.001176,2.0633315,0.1369524,7818.547558,784.4403,11.7952966,1.5031046,83.3855897,0,770.7126737,0,11.4864,0.012,306.063,4.076,5713,262.6,4.34,0.16,1.12898,0.111382
218.01,32090583,PC,2458325.548,0.00405,0.4384814,0.0000568,0.5192935,0.5979754,486.4774785,377.72794,0.6505972,2.308174,155.7120176,0,900.9491556,0,13.3292,0.016,52.3428,0.2733,3146,0,4.438,0,0.284538,0.0170594
218.02,32090583,PC,2458328.408,0.002454,8.3522143,0.000029,1.6637119,0.738083,3924.642229,592.5666,1.8017268,1.225488,3.0609406,0,337.3521453,0,13.3292,0.016,52.3428,0.2733,3146,0,4.438,0,0.284538,0.0170594
2180.01,298663873,CP,2459611.446,0.006542,260.1740061,0.000951,24.0527095,0.1817242,4747.959592,63.298928,11.3192423,1.1566982,3.9769164,0,360.169028,0,8.56854,0.012,116.685,0.533,5739,259,4.03,0.14,1.62762,0.1651256
2181.01,233068569,PC,2459843.19,0.003268,8.379057,0.0000364,2.899,0.814,2930,271.616,4.97002,0.558888,85.2468,0,846,0,12.1625,0.012,322.09,4.527,5574,242.6,4.51,0.16,0.91,0.08
2182.01,268823307,KP,2459444.707,0.004844,3.5484481,0.0000324,4.5123025,0.252911,7022.005689,317.85062,15.2165016,1.7463876,1875.011742,0,1678.304455,0,12.7655,0.024,899.777,32.955,6295,205.2,4.03,0.16,1.78185,0.1741106
2183.01,1715469662,PC,2459789.284,0.000666,6.5011256,0.0000102,5.442,0.91,4370,1.344126,,0,388.818,0,1237,0,8.0348,0.012,105.334,1.173,5485,1512.2,,0,,0
2184.01,176956893,CP,2459036.619,0.00169,6.9067868,0.0000194,6.6850674,0.2419878,1751.777857,52.114692,13.4176028,1.7680176,1864.97414,0,1676.053793,0,11.4057,0.012,788.317,26.394,5731.8,129.4,3.65,0.4,3.1513801,0.338286
2185.01,355096431,PC,2459036.89,0.004858,7.2147718,0.002671,4.0147754,0.4528832,8580.18368,831.88166,10.1239555,1.749782,191.6045333,0,948.9016343,0,12.7421,0.012,493.871,11.906,5440.3,10971.2,4.4,4,1.08637,0.1117738
2186.01,238171173,PC,2459040.677,0.001668,4.476922,0.0000118,2.971921,0.1917804,9095.882918,443.7293,14.3955457,0.6125622,636.8120268,0,1281.21662,0,13.0654,0.012,771.822,18.738,5772.2,11753.2,4.4,0,1.37148,0
2187.01,270472265,PC,2460016.915,0.002822,2.7492277,0.0000042,1.688,0.096,11250,5.3247,12.683,0,271.924,0,1131,0,13.0769,0.012,587.277,8.596,5344,11171.8,4.4,4,1.14,0
2188.01,260797169,PC,2459037.587,0.001424,3.735051,0.00001,2.4293974,0.1731478,8964.023907,494.50092,14.2690959,0.6718296,830.1076146,0,1368.999688,0,13.0943,0.012,780.137,21.155,5829,11656.8,4.3,0,1.36818,0
2189.01,270342589,PC,2459037.695,0.00124,4.4343277,0.0000088,2.8960794,0.1672084,13087.3233,516.8418,11.8751226,0.6041772,261.8830502,0,1025.998196,0,13.458,0.012,542.659,8.58,4979.4,10067,,0,1.00254,0
219.01,260609205,FP,2460184.852,0.002454,4.4617755,0.0000024,5.4532494,0.0456354,18854.64319,166.96289,31.9660922,3.2452638,2086.018981,0,1723.650912,0,12.7222,0.012,1131.15,52.04,6354,382,4.24472,0,2.23892,0.226834
2190.01,389421473,PC,2459041.22,0.001848,5.3160704,0.0000192,4.3526595,0.2121138,14202.61263,750.96894,19.5006469,2.2597518,621.3098726,0,1273.347128,0,12.5965,0.012,677.662,30.175,5477,10919.4,4.4,0,1.5522701,0.1682866
2191.01,262471759,PC,2459037.35,0.002784,4.0115394,0.0009388,2.2686483,0.1730298,14587.5118,1073.60828,15.3487909,1.7768162,550.5706841,0,1235.443874,0,12.8641,0.012,596.389,25.615,5741,11442.2,4.3,0,1.13908,0.1163818
2192.01,277890574,PC,2459039.462,0.001182,6.2643442,0.000013,3.8202596,0.1746764,10552.24907,305.08752,11.6261491,1.4167408,223.3157822,0,985.937996,0,12.5625,0.012,426.477,5.655,5262,10485.4,4.4,4,1.12916,0.1227638
2193.01,401604346,CP,2459037.565,0.001516,2.1223673,0.000271,1.5855365,0.1102528,8056.334025,801.85816,12.9814367,2.916548,1534.906,0,1596.394399,0,11.3996,0.012,337.064,4.736,6079,257.348,4.33912,0.157677,1.19653,0.11003
